BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,Fireplaces,FullBath,GrLivArea,HalfBath,HouseAge,KitchenAbvGr,LotArea,LotFrontage,OpenPorchSF,OverallCond,OverallQual,TotRmsAbvGrd,WoodDeckSF,YearBuilt,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BsmtCond_NA,BsmtCond_TA,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_NA,BsmtFinType1_Unf,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_NA,BsmtQual_TA,CentralAir_N,CentralAir_Y,Electrical_Fuse,Electrical_SBrkr,ExterCond_Gd,ExterCond_TA,ExterQual_Gd,ExterQual_TA,Exterior1st_MetalSd,Exterior1st_OtherSd,Exterior1st_VinylSd,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,GarageType_Attchd,GarageType_Detchd,GarageType_NA,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HeatingQC_Ex,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_TA,HouseStyle_1.5Story,HouseStyle_1Story,HouseStyle_2.5Story,HouseStyle_2Story,KitchenQual_Ex,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_Inside,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,PavedDrive_N,PavedDrive_P,PavedDrive_Y,RoofStyle_Gable,RoofStyle_notGable,SaleType_WD,SaleType_notWD,neighborhood_CollegeCr,neighborhood_Edwards,neighborhood_OldTown
0.20481764503917554,0.7477719560596247,-1.3248510632301878,-0.6369297552984822,0.9108272928607654,0.4767603535900649,1.603853879529251,-1.065800463053554,-0.2769677542439759,-0.19840985816170773,-0.11530465882538685,0.21749031206415395,-0.522294609504528,0.8816046787999173,0.994990900359777,-0.7595973765927357,1.0698639297218546,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.20481764503917554,0.29833619864250477,-0.582783964071594,1.1146270717723437,0.9108272928607654,0.6172132656056315,1.603853879529251,-1.013916036192211,-0.2769677542439759,0.43356276901627727,0.019530696994519953,-0.05786391147236273,-0.522294609504528,0.8816046787999173,-0.2431199485041988,-0.7595973765927357,1.0179745856877258,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.20481764503917554,-0.694508247288042,2.9263572830058404,1.1146270717723437,0.9108272928607654,0.6338458472916855,-0.6014452048234691,-1.0398582496228825,-0.2769677542439759,0.09320036837899107,0.33414652724096916,1.6377384124103977,-0.522294609504528,1.6140556959297578,0.3759354759277891,0.8818743680087715,1.0439192577047902,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0.20481764503917554,-0.694508247288042,1.507545892713177,-0.6369297552984822,0.9108272928607654,-0.40291841113901006,-0.6014452048234691,-1.1695693167762404,-0.2769677542439759,0.3881961625652862,0.7835977133073251,-0.23177184212700483,-0.522294609504528,1.6140556959297578,0.3759354759277891,-0.7595973765927357,1.173642617790112,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.20481764503917554,-0.12249910148443478,-1.2804315537735114,-0.6369297552984822,-0.9584078230848351,-0.9499455421470062,-0.6014452048234691,-0.33941848699475025,-0.2769677542439759,-0.02913147588189032,0.10942093420779114,-0.6665416687636101,0.26688680595561015,-0.5832973554597635,-0.8621753729361867,0.632293868829595,0.3434131132440523,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0.20481764503917554,-0.694508247288042,0.5303166846662966,-0.6369297552984822,0.9108272928607654,0.49524099990790266,1.603853879529251,-1.1436271033455687,-0.2769677542439759,0.5227160503503144,0.9633781877338675,0.3479212600551355,-0.522294609504528,0.8816046787999173,0.3759354759277891,-0.7595973765927357,1.095808601738919,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
-1.1050626430020642,0.5965981103829571,-1.3300768878721498,-0.6369297552984822,-0.9584078230848351,-1.241939753968842,-0.6014452048234691,-0.2615918467027355,-0.2769677542439759,-0.48054049529473675,-0.34003025185856484,-0.6665416687636101,1.0560682214157484,-0.5832973554597635,-1.4812307973681746,1.1218556172195182,0.2655790971928592,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.20481764503917554,0.8151873196721926,-0.8858817933053859,-0.6369297552984822,0.9108272928607654,1.0755332942880067,1.603853879529251,-0.8842049690388532,-0.2769677542439759,0.010366813316733742,0.10942093420779114,-0.14481787679968378,-0.522294609504528,0.8816046787999173,0.994990900359777,4.769570605222868,0.9141958976194684,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.20481764503917554,1.374939126637151,-0.5671064901457084,-0.6369297552984822,0.9108272928607654,0.04985742364801384,-0.6014452048234691,-1.0917426764842257,-0.2769677542439759,0.3015256308380197,0.19931117142106233,-0.24626416968155834,-0.522294609504528,0.8816046787999173,0.3759354759277891,0.6226946188611652,1.0698639297218546,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.20481764503917554,0.5067109588995331,-0.666397158342985,-0.6369297552984822,-0.9584078230848351,-0.8538461812942502,-0.6014452048234691,-0.8582627556081815,-0.2769677542439759,-0.2841775718501485,-0.34003025185856484,-0.6665416687636101,-0.522294609504528,-1.315748372589604,-0.8621753729361867,-0.7595973765927357,0.8363618815682753,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
